,CWE,CVE,CVSS_V3_baseScore,CVSS_V3_exploitabilityScore,CVSS_V3_attackComplexity,CVSS_V3_privilegesRequired,CVSS_V3_userInteraction
10370,CWE-787,CVE-2018-21087,9.8,3.9,LOW,NONE,NONE
10371,CWE-755,CVE-2018-21088,7.5,3.9,LOW,NONE,NONE
10372,CWE-190,CVE-2018-21089,9.8,3.9,LOW,NONE,NONE
10373,CWE-120,CVE-2018-21090,9.8,3.9,LOW,NONE,NONE
10374,CWE-755,CVE-2018-21091,7.5,3.9,LOW,NONE,NONE
10375,CWE-20,CVE-2018-21092,6.5,2.8,LOW,NONE,NONE
10376,CWE-787,CVE-2018-21093,8.8,2.8,LOW,NONE,NONE
10377,NVD-CWE-Other,CVE-2018-21094,7.3,3.9,LOW,NONE,NONE
10378,CWE-79,CVE-2018-21095,4.3,1.2,LOW,HIGH,REQUIRED
10379,CWE-352,CVE-2018-21096,7.4,1.5,LOW,LOW,REQUIRED
10380,CWE-787,CVE-2018-21097,9.8,3.9,LOW,NONE,NONE
10381,CWE-78,CVE-2018-21098,6.8,0.9,LOW,HIGH,NONE
10382,CWE-78,CVE-2018-21099,8.0,2.1,LOW,LOW,NONE
10383,CWE-78,CVE-2018-21100,8.0,2.1,LOW,LOW,NONE
10384,CWE-78,CVE-2018-21101,8.0,2.1,LOW,LOW,NONE
10385,CWE-352,CVE-2018-21102,8.8,2.8,LOW,NONE,REQUIRED
10386,CWE-78,CVE-2018-21103,6.8,0.9,LOW,HIGH,NONE
10387,CWE-78,CVE-2018-21104,6.8,0.9,LOW,HIGH,NONE
10388,CWE-78,CVE-2018-21105,6.8,0.9,LOW,HIGH,NONE
10389,CWE-78,CVE-2018-21106,6.8,0.9,LOW,HIGH,NONE
10390,CWE-78,CVE-2018-21107,6.8,0.9,LOW,HIGH,NONE
10391,CWE-78,CVE-2018-21108,6.8,0.9,LOW,HIGH,NONE
10392,CWE-78,CVE-2018-21109,6.8,0.9,LOW,HIGH,NONE
10393,CWE-78,CVE-2018-21110,6.8,0.9,LOW,HIGH,NONE
10394,CWE-787,CVE-2018-21111,6.8,0.9,LOW,HIGH,NONE
10395,CWE-74,CVE-2018-21112,6.8,0.9,LOW,HIGH,NONE
10396,CWE-74,CVE-2018-21113,8.8,2.8,LOW,NONE,NONE
10397,CWE-74,CVE-2018-21114,6.8,0.9,LOW,HIGH,NONE
10398,CWE-20,CVE-2018-21115,8.8,2.8,LOW,NONE,NONE
10399,NVD-CWE-noinfo,CVE-2018-21116,8.8,2.8,LOW,NONE,NONE
10400,NVD-CWE-noinfo,CVE-2018-21117,8.8,2.8,LOW,NONE,NONE
10401,CWE-287,CVE-2018-21118,8.8,2.8,LOW,NONE,NONE
10402,CWE-74,CVE-2018-21119,6.8,0.9,LOW,HIGH,NONE
10403,CWE-352,CVE-2018-21120,8.0,2.1,LOW,LOW,REQUIRED
10404,CWE-287,CVE-2018-21121,8.8,2.8,LOW,NONE,NONE
10405,CWE-20,CVE-2018-21122,6.5,2.8,LOW,NONE,NONE
10406,CWE-74,CVE-2018-21123,8.8,2.8,LOW,NONE,NONE
10407,CWE-269,CVE-2018-21124,8.8,2.8,LOW,NONE,NONE
10408,CWE-287,CVE-2018-21125,8.8,2.8,LOW,NONE,NONE
10409,CWE-78,CVE-2018-21126,8.8,2.8,LOW,NONE,NONE
10410,CWE-78,CVE-2018-21127,8.8,2.8,LOW,NONE,NONE
10411,CWE-287,CVE-2018-21128,8.8,2.8,LOW,NONE,NONE
10412,CWE-200,CVE-2018-21129,6.5,2.8,LOW,NONE,NONE
10413,CWE-78,CVE-2018-21130,8.8,2.8,LOW,NONE,NONE
10414,NVD-CWE-noinfo,CVE-2018-21131,9.1,3.9,LOW,NONE,NONE
10415,CWE-306,CVE-2018-21132,9.8,3.9,LOW,NONE,NONE
10416,CWE-787,CVE-2018-21133,9.8,3.9,LOW,NONE,NONE
10417,CWE-787,CVE-2018-21134,9.8,3.9,LOW,NONE,NONE
10418,CWE-787,CVE-2018-21135,7.2,1.2,LOW,HIGH,NONE
10419,CWE-200,CVE-2018-21136,4.6,0.9,LOW,NONE,NONE
10420,CWE-798,CVE-2018-21137,9.8,3.9,LOW,NONE,NONE
10421,NVD-CWE-noinfo,CVE-2018-21138,8.8,2.8,LOW,NONE,NONE
10422,CWE-200,CVE-2018-21139,7.5,3.9,LOW,NONE,NONE
10423,CWE-20,CVE-2018-21140,6.5,2.8,LOW,NONE,NONE
10424,CWE-20,CVE-2018-21141,4.5,0.9,LOW,HIGH,NONE
10425,NVD-CWE-noinfo,CVE-2018-21142,4.9,1.2,LOW,HIGH,NONE
10426,CWE-200,CVE-2018-21143,6.5,2.8,LOW,NONE,NONE
10427,CWE-787,CVE-2018-21144,6.8,0.9,LOW,HIGH,NONE
10428,CWE-787,CVE-2018-21145,6.8,0.9,LOW,HIGH,NONE
10429,CWE-74,CVE-2018-21146,6.8,0.9,LOW,HIGH,NONE
10430,CWE-787,CVE-2018-21147,6.8,0.9,LOW,HIGH,NONE
10431,CWE-787,CVE-2018-21148,6.8,0.9,LOW,HIGH,NONE
10432,CWE-787,CVE-2018-21149,6.8,0.9,LOW,HIGH,NONE
10433,CWE-787,CVE-2018-21150,6.8,0.9,LOW,HIGH,NONE
10434,CWE-120,CVE-2018-21151,6.8,0.9,LOW,HIGH,NONE
10435,CWE-78,CVE-2018-21152,6.8,0.9,LOW,HIGH,NONE
10436,CWE-120,CVE-2018-21153,9.8,3.9,LOW,NONE,NONE
10437,CWE-78,CVE-2018-21154,6.8,0.9,LOW,HIGH,NONE
10438,CWE-79,CVE-2018-21155,6.1,2.8,LOW,NONE,REQUIRED
10439,CWE-120,CVE-2018-21156,7.2,1.2,LOW,HIGH,NONE
10440,CWE-78,CVE-2018-21157,6.8,0.9,LOW,HIGH,NONE
10441,NVD-CWE-noinfo,CVE-2018-21158,8.8,2.8,LOW,NONE,NONE
10442,NVD-CWE-noinfo,CVE-2018-21159,4.9,1.2,LOW,HIGH,NONE
10443,CWE-352,CVE-2018-21160,8.8,2.8,LOW,NONE,REQUIRED
10444,NVD-CWE-noinfo,CVE-2018-21161,9.8,3.9,LOW,NONE,NONE
10445,CWE-78,CVE-2018-21162,9.8,3.9,LOW,NONE,NONE
10446,CWE-787,CVE-2018-21163,7.2,1.2,LOW,HIGH,NONE
10447,CWE-78,CVE-2018-21164,7.2,1.2,LOW,HIGH,NONE
10448,NVD-CWE-noinfo,CVE-2018-21165,4.9,1.2,LOW,HIGH,NONE
10449,NVD-CWE-noinfo,CVE-2018-21166,4.9,1.2,LOW,HIGH,NONE
10450,CWE-79,CVE-2018-21167,5.5,2.3,LOW,HIGH,NONE
10451,CWE-200,CVE-2018-21168,7.5,3.9,LOW,NONE,NONE
10452,NVD-CWE-noinfo,CVE-2018-21169,8.8,2.8,LOW,NONE,NONE
10453,CWE-787,CVE-2018-21170,8.8,2.8,LOW,NONE,NONE
10454,CWE-787,CVE-2018-21171,6.8,0.9,LOW,HIGH,NONE
10455,CWE-787,CVE-2018-21172,6.8,0.9,LOW,HIGH,NONE
10456,CWE-787,CVE-2018-21173,6.8,0.9,LOW,HIGH,NONE
10457,CWE-787,CVE-2018-21174,7.2,1.2,LOW,HIGH,NONE
10458,CWE-787,CVE-2018-21175,7.2,1.2,LOW,HIGH,NONE
10459,CWE-787,CVE-2018-21176,7.2,1.2,LOW,HIGH,NONE
10460,CWE-787,CVE-2018-21177,7.2,1.2,LOW,HIGH,NONE
10461,CWE-787,CVE-2018-21178,6.8,0.9,LOW,HIGH,NONE
10462,CWE-787,CVE-2018-21179,6.8,0.9,LOW,HIGH,NONE
10463,CWE-787,CVE-2018-21180,6.8,0.9,LOW,HIGH,NONE
10464,CWE-787,CVE-2018-21181,7.2,1.2,LOW,HIGH,NONE
10465,CWE-787,CVE-2018-21182,6.8,0.9,LOW,HIGH,NONE
10466,CWE-787,CVE-2018-21183,6.8,0.9,LOW,HIGH,NONE
10467,CWE-787,CVE-2018-21184,6.8,0.9,LOW,HIGH,NONE
10468,CWE-787,CVE-2018-21185,6.8,0.9,LOW,HIGH,NONE
10469,CWE-787,CVE-2018-21186,6.8,0.9,LOW,HIGH,NONE
10470,CWE-787,CVE-2018-21187,6.8,0.9,LOW,HIGH,NONE
10471,CWE-787,CVE-2018-21188,6.8,0.9,LOW,HIGH,NONE
10472,CWE-787,CVE-2018-21189,6.8,0.9,LOW,HIGH,NONE
10473,CWE-787,CVE-2018-21190,6.8,0.9,LOW,HIGH,NONE
10474,CWE-787,CVE-2018-21191,6.8,0.9,LOW,HIGH,NONE
10475,CWE-787,CVE-2018-21192,6.8,0.9,LOW,HIGH,NONE
10476,CWE-787,CVE-2018-21193,6.8,0.9,LOW,HIGH,NONE
10477,CWE-787,CVE-2018-21194,6.8,0.9,LOW,HIGH,NONE
10478,CWE-787,CVE-2018-21195,6.8,0.9,LOW,HIGH,NONE
10479,CWE-787,CVE-2018-21196,6.8,0.9,LOW,HIGH,NONE
10480,CWE-787,CVE-2018-21197,6.8,0.9,LOW,HIGH,NONE
10481,CWE-787,CVE-2018-21198,6.8,0.9,LOW,HIGH,NONE
10482,CWE-787,CVE-2018-21199,6.8,0.9,LOW,HIGH,NONE
10483,CWE-787,CVE-2018-21200,6.8,0.9,LOW,HIGH,NONE
10484,CWE-787,CVE-2018-21201,6.8,0.9,LOW,HIGH,NONE
10485,CWE-787,CVE-2018-21202,8.8,2.8,LOW,NONE,NONE
10486,CWE-787,CVE-2018-21203,8.8,2.8,LOW,NONE,NONE
10487,CWE-787,CVE-2018-21204,8.8,2.8,LOW,NONE,NONE
10488,CWE-120,CVE-2018-21205,8.8,2.8,LOW,NONE,NONE
10489,CWE-787,CVE-2018-21206,8.8,2.8,LOW,NONE,NONE
10490,CWE-787,CVE-2018-21207,8.8,2.8,LOW,NONE,NONE
10491,CWE-74,CVE-2018-21208,8.8,2.8,LOW,NONE,NONE
10492,CWE-79,CVE-2018-21209,4.8,1.7,LOW,HIGH,NONE
10493,CWE-120,CVE-2018-21210,8.8,2.8,LOW,NONE,NONE
10494,CWE-120,CVE-2018-21211,8.8,2.8,LOW,NONE,NONE
10495,CWE-120,CVE-2018-21212,8.8,2.8,LOW,NONE,NONE
10496,CWE-120,CVE-2018-21213,8.8,2.8,LOW,NONE,NONE
10497,CWE-120,CVE-2018-21214,8.8,2.8,LOW,NONE,NONE
10498,CWE-120,CVE-2018-21215,8.8,2.8,LOW,NONE,NONE
10499,CWE-120,CVE-2018-21216,8.8,2.8,LOW,NONE,NONE
10500,CWE-120,CVE-2018-21217,8.8,2.8,LOW,NONE,NONE
10501,CWE-120,CVE-2018-21218,8.8,2.8,LOW,NONE,NONE
10502,CWE-120,CVE-2018-21219,8.8,2.8,LOW,NONE,NONE
10503,CWE-120,CVE-2018-21220,8.8,2.8,LOW,NONE,NONE
10504,CWE-120,CVE-2018-21221,8.8,2.8,LOW,NONE,NONE
10505,CWE-120,CVE-2018-21222,8.8,2.8,LOW,NONE,NONE
10506,CWE-120,CVE-2018-21223,8.8,2.8,LOW,NONE,NONE
10507,CWE-120,CVE-2018-21224,8.8,2.8,LOW,NONE,NONE
10508,CWE-78,CVE-2018-21225,6.8,0.9,LOW,HIGH,NONE
10509,CWE-269,CVE-2018-21226,8.8,2.8,LOW,NONE,NONE
10510,CWE-74,CVE-2018-21227,6.8,0.9,LOW,HIGH,NONE
10511,CWE-74,CVE-2018-21228,6.8,0.9,LOW,HIGH,NONE
10512,NVD-CWE-noinfo,CVE-2018-21229,6.5,2.8,LOW,NONE,NONE
10513,NVD-CWE-noinfo,CVE-2018-21230,5.4,2.8,LOW,NONE,NONE
10514,NVD-CWE-noinfo,CVE-2018-21231,5.4,2.8,LOW,NONE,NONE
10515,CWE-674,CVE-2018-21232,5.5,1.8,LOW,NONE,REQUIRED
10516,CWE-125,CVE-2018-21233,6.5,2.8,LOW,NONE,REQUIRED
10517,CWE-502,CVE-2018-21234,9.8,3.9,LOW,NONE,NONE
10518,CWE-287,CVE-2018-21235,7.5,3.9,LOW,NONE,NONE
10519,CWE-476,CVE-2018-21236,7.5,3.9,LOW,NONE,NONE
10520,CWE-522,CVE-2018-21237,5.3,3.9,LOW,NONE,NONE
10521,CWE-400,CVE-2018-21238,7.5,3.9,LOW,NONE,NONE
10522,CWE-522,CVE-2018-21239,5.3,3.9,LOW,NONE,NONE
10523,CWE-400,CVE-2018-21240,7.5,3.9,LOW,NONE,NONE
10524,CWE-426,CVE-2018-21241,7.8,1.8,LOW,NONE,REQUIRED
10525,CWE-200,CVE-2018-21242,9.8,3.9,LOW,NONE,NONE
10526,CWE-434,CVE-2018-21243,6.5,2.8,LOW,NONE,REQUIRED
10527,CWE-434,CVE-2018-21244,9.8,3.9,LOW,NONE,NONE
10528,CWE-444,CVE-2018-21245,9.1,3.9,LOW,NONE,NONE
10529,CWE-287,CVE-2018-21246,9.8,3.9,LOW,NONE,NONE
10530,CWE-200,CVE-2018-21247,7.5,3.9,LOW,NONE,NONE
10531,CWE-522,CVE-2018-21248,7.5,3.9,LOW,NONE,NONE
10532,NVD-CWE-Other,CVE-2018-21249,3.7,2.2,HIGH,NONE,NONE
10533,CWE-400,CVE-2018-21250,6.5,2.8,LOW,NONE,REQUIRED
10534,CWE-862,CVE-2018-21251,9.8,3.9,LOW,NONE,NONE
10535,CWE-732,CVE-2018-21252,4.3,2.8,LOW,LOW,NONE
10536,CWE-732,CVE-2018-21253,4.3,2.8,LOW,LOW,NONE
10537,CWE-732,CVE-2018-21254,4.3,2.8,LOW,LOW,NONE
10538,CWE-732,CVE-2018-21255,4.3,2.8,LOW,LOW,NONE
10539,CWE-732,CVE-2018-21256,4.3,2.8,LOW,LOW,NONE
10540,CWE-862,CVE-2018-21257,5.3,3.9,LOW,NONE,NONE
10541,CWE-74,CVE-2018-21258,7.5,3.9,LOW,NONE,NONE
10542,CWE-20,CVE-2018-21259,5.3,3.9,LOW,NONE,NONE
10543,CWE-200,CVE-2018-21260,2.7,1.2,LOW,HIGH,NONE
10544,CWE-732,CVE-2018-21261,4.3,2.8,LOW,LOW,NONE
10545,CWE-20,CVE-2018-21262,7.5,3.9,LOW,NONE,NONE
10546,CWE-287,CVE-2018-21263,8.8,2.8,LOW,LOW,NONE
10547,CWE-20,CVE-2018-21264,8.8,2.8,LOW,LOW,NONE
10548,CWE-732,CVE-2018-21265,5.3,3.9,LOW,NONE,NONE
10549,CWE-74,CVE-2018-21268,9.8,3.9,LOW,NONE,NONE
10550,CWE-59,CVE-2018-21269,5.5,1.8,LOW,LOW,NONE
10551,CWE-125,CVE-2018-21270,6.5,2.2,HIGH,NONE,NONE
10552,CWE-306,CVE-2018-2360,7.5,3.9,LOW,NONE,NONE
10553,CWE-863,CVE-2018-2361,8.8,2.8,LOW,LOW,NONE
10554,NVD-CWE-noinfo,CVE-2018-2362,5.3,3.9,LOW,NONE,NONE
10555,CWE-94,CVE-2018-2363,8.8,2.8,LOW,LOW,NONE
10556,CWE-79,CVE-2018-2364,6.1,2.8,LOW,NONE,REQUIRED
10557,CWE-79,CVE-2018-2365,6.1,2.8,LOW,NONE,REQUIRED
10558,CWE-22,CVE-2018-2366,4.3,2.8,LOW,LOW,NONE
10559,CWE-22,CVE-2018-2367,8.8,2.8,LOW,LOW,NONE
10560,CWE-306,CVE-2018-2368,9.8,3.9,LOW,NONE,NONE
10561,NVD-CWE-noinfo,CVE-2018-2369,5.3,3.9,LOW,NONE,NONE
10562,CWE-918,CVE-2018-2370,5.3,3.9,LOW,NONE,NONE
10563,CWE-79,CVE-2018-2371,6.1,2.8,LOW,NONE,REQUIRED
10564,CWE-532,CVE-2018-2372,6.5,2.8,LOW,LOW,NONE
10565,NVD-CWE-noinfo,CVE-2018-2373,7.5,3.9,LOW,NONE,NONE
10566,NVD-CWE-noinfo,CVE-2018-2374,6.5,2.8,LOW,LOW,NONE
10567,NVD-CWE-noinfo,CVE-2018-2375,8.1,2.8,LOW,LOW,NONE
10568,NVD-CWE-noinfo,CVE-2018-2376,8.1,2.8,LOW,LOW,NONE
10569,NVD-CWE-noinfo,CVE-2018-2377,6.5,2.8,LOW,LOW,NONE
10570,NVD-CWE-noinfo,CVE-2018-2378,6.5,2.8,LOW,LOW,NONE
10571,CWE-209,CVE-2018-2379,6.5,2.8,LOW,LOW,NONE
10572,CWE-22,CVE-2018-2380,6.6,2.3,LOW,HIGH,NONE
10573,CWE-862,CVE-2018-2381,8.8,2.8,LOW,LOW,NONE
10574,NVD-CWE-noinfo,CVE-2018-2382,6.5,2.8,LOW,LOW,NONE
10575,CWE-79,CVE-2018-2383,6.1,2.8,LOW,NONE,REQUIRED
10576,CWE-476,CVE-2018-2384,6.5,2.8,LOW,LOW,NONE
10577,CWE-369,CVE-2018-2385,6.5,2.8,LOW,LOW,NONE
10578,CWE-119,CVE-2018-2386,6.5,2.8,LOW,LOW,NONE
10579,NVD-CWE-noinfo,CVE-2018-2387,6.5,2.8,LOW,LOW,NONE
10580,CWE-79,CVE-2018-2388,6.1,2.8,LOW,NONE,REQUIRED
10581,CWE-116,CVE-2018-2389,5.7,2.1,LOW,LOW,REQUIRED
10582,NVD-CWE-noinfo,CVE-2018-2390,6.5,2.8,LOW,LOW,NONE
10583,NVD-CWE-noinfo,CVE-2018-2391,6.5,2.8,LOW,LOW,NONE
10584,CWE-611,CVE-2018-2392,7.5,3.9,LOW,NONE,NONE
10585,CWE-611,CVE-2018-2393,7.5,3.9,LOW,NONE,NONE
10586,NVD-CWE-noinfo,CVE-2018-2394,6.5,2.8,LOW,LOW,NONE
10587,NVD-CWE-noinfo,CVE-2018-2395,8.8,2.8,LOW,LOW,NONE
10588,NVD-CWE-noinfo,CVE-2018-2396,6.5,2.8,LOW,LOW,NONE
10589,CWE-79,CVE-2018-2397,5.4,2.3,LOW,LOW,REQUIRED
10590,NVD-CWE-noinfo,CVE-2018-2398,7.5,3.9,LOW,NONE,NONE
10591,CWE-79,CVE-2018-2399,6.1,2.8,LOW,NONE,REQUIRED
10592,NVD-CWE-noinfo,CVE-2018-2400,7.5,3.9,LOW,NONE,NONE
10593,CWE-611,CVE-2018-2401,8.8,2.8,LOW,LOW,NONE
10594,CWE-200,CVE-2018-2402,8.4,1.7,LOW,HIGH,REQUIRED
10595,NVD-CWE-noinfo,CVE-2018-2403,6.5,2.8,LOW,LOW,NONE
10596,CWE-434,CVE-2018-2404,9.8,3.9,LOW,NONE,NONE
10597,CWE-79,CVE-2018-2405,5.4,2.3,LOW,LOW,REQUIRED
10598,CWE-428,CVE-2018-2406,5.3,1.8,LOW,LOW,NONE
10599,CWE-384,CVE-2018-2408,7.3,3.9,LOW,NONE,NONE
10600,CWE-384,CVE-2018-2409,8.8,2.8,LOW,LOW,NONE
10601,CWE-79,CVE-2018-2410,5.4,2.3,LOW,LOW,REQUIRED
10602,CWE-862,CVE-2018-2412,8.8,2.8,LOW,LOW,NONE
10603,CWE-862,CVE-2018-2413,8.8,2.8,LOW,LOW,NONE
10604,CWE-172,CVE-2018-2415,4.7,2.8,LOW,NONE,REQUIRED
10605,CWE-20,CVE-2018-2416,5.4,2.8,LOW,LOW,NONE
10606,NVD-CWE-noinfo,CVE-2018-2417,5.3,3.9,LOW,NONE,NONE
10607,CWE-94,CVE-2018-2418,9.8,3.9,LOW,NONE,NONE
10608,CWE-862,CVE-2018-2419,4.6,2.1,LOW,LOW,REQUIRED
10609,CWE-434,CVE-2018-2420,9.8,3.9,LOW,NONE,NONE
10610,NVD-CWE-noinfo,CVE-2018-2421,7.5,3.9,LOW,NONE,NONE
10611,NVD-CWE-noinfo,CVE-2018-2422,7.5,3.9,LOW,NONE,NONE
10612,NVD-CWE-noinfo,CVE-2018-2423,7.5,3.9,LOW,NONE,NONE
10613,CWE-20,CVE-2018-2424,7.5,3.9,LOW,NONE,NONE
10614,NVD-CWE-noinfo,CVE-2018-2425,5.5,1.8,LOW,LOW,NONE
10615,CWE-94,CVE-2018-2427,8.8,2.8,LOW,LOW,NONE
10616,NVD-CWE-noinfo,CVE-2018-2428,5.3,3.9,LOW,NONE,NONE
10617,CWE-79,CVE-2018-2431,6.1,2.8,LOW,NONE,REQUIRED
10618,CWE-79,CVE-2018-2432,5.4,2.3,LOW,LOW,REQUIRED
10619,NVD-CWE-noinfo,CVE-2018-2433,7.5,3.9,LOW,NONE,NONE
10620,CWE-345,CVE-2018-2434,4.3,2.8,LOW,NONE,REQUIRED
10621,CWE-79,CVE-2018-2435,6.1,2.8,LOW,NONE,REQUIRED
10622,CWE-862,CVE-2018-2436,8.8,2.8,LOW,LOW,NONE
10623,NVD-CWE-noinfo,CVE-2018-2437,9.1,3.9,LOW,NONE,NONE
10624,NVD-CWE-noinfo,CVE-2018-2438,7.5,3.9,LOW,NONE,NONE
10625,CWE-20,CVE-2018-2439,5.9,2.2,HIGH,NONE,NONE
10626,CWE-532,CVE-2018-2440,4.4,0.8,LOW,HIGH,NONE
10627,NVD-CWE-noinfo,CVE-2018-2441,5.5,1.2,LOW,HIGH,NONE
10628,CWE-352,CVE-2018-2442,8.8,2.8,LOW,NONE,REQUIRED
10629,CWE-79,CVE-2018-2444,6.1,2.8,LOW,NONE,REQUIRED
10630,CWE-918,CVE-2018-2445,9.6,3.1,LOW,LOW,NONE
10631,NVD-CWE-noinfo,CVE-2018-2446,7.5,3.9,LOW,NONE,NONE
10632,CWE-89,CVE-2018-2447,6.5,2.8,LOW,LOW,NONE
10633,NVD-CWE-noinfo,CVE-2018-2448,5.3,3.9,LOW,NONE,NONE
10634,CWE-287,CVE-2018-2449,8.6,3.9,LOW,NONE,NONE
10635,CWE-89,CVE-2018-2450,7.2,1.2,LOW,HIGH,NONE
10636,CWE-613,CVE-2018-2451,6.6,0.7,HIGH,HIGH,NONE
10637,CWE-79,CVE-2018-2452,6.1,2.8,LOW,NONE,REQUIRED
10638,CWE-862,CVE-2018-2454,8.8,2.8,LOW,LOW,NONE
10639,CWE-862,CVE-2018-2455,8.8,2.8,LOW,LOW,NONE
10640,NVD-CWE-noinfo,CVE-2018-2457,6.5,2.8,LOW,LOW,NONE
10641,NVD-CWE-noinfo,CVE-2018-2458,7.5,3.9,LOW,NONE,NONE
10642,NVD-CWE-noinfo,CVE-2018-2459,7.5,3.9,LOW,NONE,NONE
10643,CWE-295,CVE-2018-2460,5.9,2.2,HIGH,NONE,NONE
10644,CWE-862,CVE-2018-2461,8.8,2.8,LOW,LOW,NONE
10645,CWE-20,CVE-2018-2462,8.8,2.8,LOW,LOW,NONE
10646,CWE-918,CVE-2018-2463,8.6,3.9,LOW,NONE,NONE
10647,CWE-79,CVE-2018-2464,6.1,2.8,LOW,NONE,REQUIRED
10648,CWE-20,CVE-2018-2465,7.5,3.9,LOW,NONE,NONE
10649,CWE-79,CVE-2018-2466,5.4,2.3,LOW,LOW,REQUIRED
10650,NVD-CWE-noinfo,CVE-2018-2467,5.3,3.9,LOW,NONE,NONE
10651,NVD-CWE-noinfo,CVE-2018-2468,7.5,3.9,LOW,NONE,NONE
10652,NVD-CWE-noinfo,CVE-2018-2469,7.5,3.9,LOW,NONE,NONE
10653,CWE-79,CVE-2018-2470,6.1,2.8,LOW,NONE,REQUIRED
10654,NVD-CWE-noinfo,CVE-2018-2471,7.5,3.9,LOW,NONE,NONE
10655,CWE-79,CVE-2018-2472,6.1,2.8,LOW,NONE,REQUIRED
10656,NVD-CWE-noinfo,CVE-2018-2473,6.5,2.8,LOW,LOW,NONE
10657,CWE-352,CVE-2018-2474,6.5,2.8,LOW,NONE,REQUIRED
10658,NVD-CWE-noinfo,CVE-2018-2475,8.5,1.8,HIGH,LOW,NONE
10659,CWE-601,CVE-2018-2476,6.1,2.8,LOW,NONE,REQUIRED
10660,CWE-91,CVE-2018-2477,8.8,2.8,LOW,LOW,NONE
10661,NVD-CWE-noinfo,CVE-2018-2478,7.2,1.2,LOW,HIGH,NONE
10662,CWE-79,CVE-2018-2479,6.1,2.8,LOW,NONE,REQUIRED
10663,CWE-269,CVE-2018-2481,7.2,1.2,LOW,HIGH,NONE
10664,NVD-CWE-noinfo,CVE-2018-2482,7.5,3.9,LOW,NONE,NONE
10665,CWE-287,CVE-2018-2483,4.3,2.8,LOW,LOW,NONE
10666,CWE-862,CVE-2018-2484,8.8,2.8,LOW,LOW,NONE
10667,NVD-CWE-noinfo,CVE-2018-2485,7.7,2.5,LOW,NONE,NONE
10668,CWE-79,CVE-2018-2486,5.4,2.3,LOW,LOW,REQUIRED
10669,NVD-CWE-noinfo,CVE-2018-2487,8.3,1.6,HIGH,NONE,REQUIRED
10670,NVD-CWE-noinfo,CVE-2018-2488,7.8,1.8,LOW,NONE,REQUIRED
10671,CWE-732,CVE-2018-2489,7.8,1.8,LOW,NONE,REQUIRED
10672,CWE-732,CVE-2018-2490,7.8,1.8,LOW,NONE,REQUIRED
10673,CWE-94,CVE-2018-2491,7.8,1.8,LOW,NONE,REQUIRED
10674,CWE-20,CVE-2018-2492,7.1,2.8,LOW,LOW,NONE
10675,CWE-863,CVE-2018-2494,8.0,2.1,LOW,LOW,REQUIRED
10676,NVD-CWE-noinfo,CVE-2018-2497,2.7,1.2,LOW,HIGH,NONE
10677,NVD-CWE-noinfo,CVE-2018-2499,7.5,3.9,LOW,NONE,NONE
10678,NVD-CWE-noinfo,CVE-2018-2500,4.7,1.0,HIGH,LOW,NONE
10679,CWE-416,CVE-2018-25001,6.5,2.8,LOW,LOW,NONE
10680,CWE-20,CVE-2018-25002,8.8,2.8,LOW,LOW,NONE
10681,CWE-20,CVE-2018-25004,4.9,1.2,LOW,HIGH,NONE
10682,CWE-79,CVE-2018-2502,6.1,2.8,LOW,NONE,REQUIRED
10683,CWE-862,CVE-2018-2503,7.4,2.8,LOW,NONE,NONE
10684,CWE-79,CVE-2018-2504,6.1,2.8,LOW,NONE,REQUIRED
10685,CWE-79,CVE-2018-2505,6.1,2.8,LOW,NONE,REQUIRED
10686,NVD-CWE-noinfo,CVE-2018-2560,5.0,0.6,HIGH,HIGH,REQUIRED
10687,NVD-CWE-noinfo,CVE-2018-2561,5.3,3.9,LOW,NONE,NONE
10688,NVD-CWE-noinfo,CVE-2018-2562,7.1,2.8,LOW,LOW,NONE
10689,NVD-CWE-noinfo,CVE-2018-2563,4.2,1.6,HIGH,LOW,NONE
10690,NVD-CWE-noinfo,CVE-2018-2564,8.2,2.8,LOW,NONE,REQUIRED
10691,NVD-CWE-noinfo,CVE-2018-2565,4.9,1.2,LOW,HIGH,NONE
10692,NVD-CWE-noinfo,CVE-2018-2566,7.7,1.3,HIGH,LOW,REQUIRED
10693,NVD-CWE-noinfo,CVE-2018-2567,6.1,2.8,LOW,NONE,REQUIRED
10694,NVD-CWE-noinfo,CVE-2018-2568,7.3,3.9,LOW,NONE,NONE
10695,NVD-CWE-noinfo,CVE-2018-2569,7.8,1.8,LOW,NONE,REQUIRED
10696,NVD-CWE-noinfo,CVE-2018-2570,6.3,2.8,LOW,LOW,NONE
10697,NVD-CWE-noinfo,CVE-2018-2571,5.4,2.8,LOW,LOW,NONE
10698,NVD-CWE-noinfo,CVE-2018-2572,6.1,2.8,LOW,NONE,REQUIRED
10699,NVD-CWE-noinfo,CVE-2018-2573,6.5,2.8,LOW,LOW,NONE
10700,NVD-CWE-noinfo,CVE-2018-2574,8.1,2.8,LOW,LOW,NONE
10701,NVD-CWE-noinfo,CVE-2018-2575,2.0,0.5,HIGH,HIGH,REQUIRED
10702,NVD-CWE-noinfo,CVE-2018-2576,4.9,1.2,LOW,HIGH,NONE
10703,NVD-CWE-noinfo,CVE-2018-2577,5.5,1.8,LOW,LOW,NONE
10704,NVD-CWE-noinfo,CVE-2018-2578,7.2,0.6,HIGH,HIGH,REQUIRED
